"geneid","strand","fiveprime","threeprime"
"Pc2109T1C00002405g0000050","+",900,364
"Pc2109T1C00002405g0000060","+",364,502
"Pc2109T1C00002405g0000070","+",502,363
"Pc2109T1C00002405g0000080","-",83,363
"Pc2109T1C00002405g0000090","-",NA,83
"Pc2109T1C00002406g0000010","+",NA,311
"Pc2109T1C00002406g0000020","+",311,1742
"Pc2109T1C00002406g0000030","+",1742,421
"Pc2109T1C00002406g0000040","+",421,502
"Pc2109T1C00002406g0000050","+",502,225
"Pc2109T1C00002406g0000060","-",3218,225
"Pc2109T1C00002406g0000070","-",28732,3218
"Pc2109T1C00002406g0000080","-",746,28732
"Pc2109T1C00002406g0000100","-",6094,1280
"Pc2109T1C00002406g0000090","+",746,1280
"Pc2109T1C00002406g0000110","-",694,6094
"Pc2109T1C00002406g0000120","+",694,3195
"Pc2109T1C00002406g0000130","-",45618,3195
"Pc2109T1C00000207g0001490","+",207,299
"Pc2109T1C00002406g0000140","-",7087,45618
"Pc2109T1C00002410g0000010","+",NA,176
"Pc2109T1C00002410g0000020","+",176,183
"Pc2109T1C00002410g0000040","-",1221,30
"Pc2109T1C00002410g0000030","+",183,30
"Pc2109T1C00002410g0000050","+",1221,334
"Pc2109T1C00002410g0000060","-",168,334
"Pc2109T1C00002410g0000080","-",139,68
"Pc2109T1C00002410g0000070","+",168,68
"Pc2109T1C00002410g0000090","-",1408,139
"Pc2109T1C00000207g0001500","+",299,515
"Pc2109T1C00002410g0000110","-",1020,67
"Pc2109T1C00002410g0000100","+",1408,67
"Pc2109T1C00002410g0000120","-",3594,1020
"Pc2109T1C00002410g0000140","-",331,124
"Pc2109T1C00002410g0000130","+",3594,124
"Pc2109T1C00002410g0000150","-",191,331
"Pc2109T1C00002410g0000160","-",2186,191
"Pc2109T1C00002410g0000170","-",52,2186
"Pc2109T1C00002410g0000180","-",1278,52
"Pc2109T1C00000207g0001510","+",515,2355
"Pc2109T1C00000207g0001520","-",124,2355
"Pc2109T1C00002410g0000200","-",1965,103
"Pc2109T1C00002410g0000190","+",1278,103
"Pc2109T1C00002410g0000210","+",1965,5496
"Pc2109T1C00002410g0000230","-",3176,162
"Pc2109T1C00002410g0000220","+",5496,162
"Pc2109T1C00002410g0000240","-",6901,3176
"Pc2109T1C00002410g0000250","-",NA,6901
"Pc2109T1C00002412g0000010","+",NA,17753
"Pc2109T1C00002412g0000020","-",527,17753
"Pc2109T1C00002412g0000030","-",2546,527
"Pc2109T1C00002412g0000050","-",3116,6525
"Pc2109T1C00002412g0000040","+",2546,6525
"Pc2109T1C00002412g0000060","-",31537,3116
"Pc2109T1C00002412g0000070","-",45511,31537
"Pc2109T1C00002412g0000080","+",45511,25487
"Pc2109T1C00002415g0000010","+",NA,4788
"Pc2109T1C00002415g0000020","-",NA,4788
"Pc2109T1C00002417g0000020","-",177,5966
"Pc2109T1C00002417g0000010","+",NA,5966
"Pc2109T1C00002417g0000030","+",177,154
"Pc2109T1C00002417g0000040","-",2238,154
"Pc2109T1C00002417g0000050","+",2238,268
"Pc2109T1C00002417g0000060","-",187,268
"Pc2109T1C00000207g0001530","+",124,2175
"Pc2109T1C00002417g0000070","-",895,187
"Pc2109T1C00002417g0000080","+",895,3383
"Pc2109T1C00002417g0000090","-",7861,3383
"Pc2109T1C00002417g0000100","-",4083,7861
"Pc2109T1C00002417g0000110","-",82,4083
"Pc2109T1C00002417g0000120","+",82,6880
"Pc2109T1C00002417g0000130","-",1380,6880
"Pc2109T1C00002417g0000140","-",6081,1380
"Pc2109T1C00002417g0000150","-",1321,6081
"Pc2109T1C00002417g0000160","-",2260,1321
"Pc2109T1C00000207g0001540","+",2175,14656
"Pc2109T1C00002417g0000170","-",129,2260
"Pc2109T1C00002417g0000180","+",129,257
"Pc2109T1C00002417g0000190","-",2453,257
"Pc2109T1C00002417g0000200","+",2453,677
"Pc2109T1C00002417g0000210","+",677,3097
"Pc2109T1C00002417g0000220","+",3097,665
"Pc2109T1C00002417g0000230","-",435,665
"Pc2109T1C00002417g0000240","+",435,208
"Pc2109T1C00002417g0000250","-",177,208
"Pc2109T1C00002417g0000260","-",909,177
"Pc2109T1C00000041g0000140","-",21,31864
"Pc2109T1C00000041g0000130","+",1448,31864
"Pc2109T1C00000207g0001550","+",14656,35840
"Pc2109T1C00002417g0000270","-",4279,909
"Pc2109T1C00002417g0000280","+",4279,1280
"Pc2109T1C00002417g0000290","+",1280,177
"Pc2109T1C00002417g0000310","-",1640,208
"Pc2109T1C00002417g0000300","+",177,208
"Pc2109T1C00002417g0000320","+",1640,1090
"Pc2109T1C00002417g0000330","-",1018,1090
"Pc2109T1C00002417g0000340","+",1018,50
"Pc2109T1C00002417g0000350","+",50,788
"Pc2109T1C00000207g0001560","+",35840,2300
"Pc2109T1C00002417g0000360","+",788,785
"Pc2109T1C00002417g0000370","+",785,1965
"Pc2109T1C00002417g0000380","+",1965,789
"Pc2109T1C00002417g0000390","+",789,1117
"Pc2109T1C00002417g0000400","+",1117,285
"Pc2109T1C00002417g0000410","-",176,285
"Pc2109T1C00002417g0000420","-",269,176
"Pc2109T1C00002417g0000430","-",876,269
"Pc2109T1C00002417g0000440","-",1699,876
"Pc2109T1C00002417g0000450","+",1699,425
"Pc2109T1C00000207g0001580","-",474,1058
"Pc2109T1C00000207g0001570","+",2300,1058
"Pc2109T1C00002417g0000460","+",425,216
"Pc2109T1C00002417g0000470","+",216,2461
"Pc2109T1C00002417g0000480","-",4097,2461
"Pc2109T1C00002417g0000490","+",4097,1417
"Pc2109T1C00002417g0000510","-",670,128
"Pc2109T1C00002417g0000500","+",1417,128
"Pc2109T1C00002417g0000520","+",670,620
"Pc2109T1C00002417g0000530","+",620,602
"Pc2109T1C00002417g0000540","+",602,161
"Pc2109T1C00002417g0000560","-",236,95
"Pc2109T1C00002417g0000550","+",161,95
"Pc2109T1C00002417g0000570","-",528,236
"Pc2109T1C00002417g0000580","-",1874,528
"Pc2109T1C00002417g0000590","+",1874,107939
"Pc2109T1C00002417g0000610","-",286,218
"Pc2109T1C00002417g0000600","+",107939,218
"Pc2109T1C00002417g0000630","-",363,150
"Pc2109T1C00002417g0000620","+",286,150
"Pc2109T1C00002417g0000640","-",410,363
"Pc2109T1C00002417g0000650","-",300,410
"Pc2109T1C00002417g0000660","-",169,300
"Pc2109T1C00000207g0001590","+",474,168
"Pc2109T1C00002417g0000670","-",112,169
"Pc2109T1C00002417g0000680","+",112,215
"Pc2109T1C00002417g0000690","-",926,215
"Pc2109T1C00002417g0000700","-",35,926
"Pc2109T1C00002417g0000710","-",552,35
"Pc2109T1C00002417g0000720","+",552,269
"Pc2109T1C00002417g0000730","+",269,71
"Pc2109T1C00002417g0000740","+",71,42475
"Pc2109T1C00002417g0000750","+",42475,29592
"Pc2109T1C00000207g0001600","+",168,146
"Pc2109T1C00002417g0000770","-",3134,29967
"Pc2109T1C00002417g0000760","+",29592,29967
"Pc2109T1C00002417g0000780","+",3134,156
"Pc2109T1C00002417g0000800","-",263,129
"Pc2109T1C00002417g0000790","+",156,129
"Pc2109T1C00002417g0000810","+",263,629
"Pc2109T1C00002417g0000830","-",876,98
"Pc2109T1C00002417g0000820","+",629,98
"Pc2109T1C00002417g0000840","-",108,876
"Pc2109T1C00002417g0000850","+",108,2838
"Pc2109T1C00002417g0000860","-",1389,2838
"Pc2109T1C00000207g0001620","-",428,280
"Pc2109T1C00000207g0001610","+",146,280
"Pc2109T1C00002417g0000880","-",654,531
"Pc2109T1C00002417g0000870","+",1389,531
"Pc2109T1C00002417g0000900","-",4855,104
"Pc2109T1C00002417g0000890","+",654,104
"Pc2109T1C00002417g0000910","+",4855,3037
"Pc2109T1C00002417g0000920","-",747,3037
"Pc2109T1C00002417g0000930","+",747,3532
"Pc2109T1C00002417g0000940","+",3532,2816
"Pc2109T1C00002417g0000950","-",333,2816
"Pc2109T1C00002417g0000960","-",866,333
"Pc2109T1C00002417g0000970","-",42805,866
"Pc2109T1C00002417g0000980","-",139,42805
"Pc2109T1C00002417g0000990","+",139,209
"Pc2109T1C00002417g0001000","-",3127,209
"Pc2109T1C00002417g0001010","-",2625,3127
"Pc2109T1C00002417g0001020","+",2625,208
"Pc2109T1C00002417g0001030","+",208,2825
"Pc2109T1C00002417g0001040","-",1790,2825
"Pc2109T1C00002417g0001050","-",1072,1790
"Pc2109T1C00002417g0001060","-",22575,1072
"Pc2109T1C00000207g0001630","+",428,174
"Pc2109T1C00000207g0001640","-",142,174
"Pc2109T1C00002417g0001070","-",129,22575
"Pc2109T1C00002417g0001080","+",129,14857
"Pc2109T1C00002417g0001090","-",290,14857
"Pc2109T1C00002417g0001100","-",175,290
"Pc2109T1C00002417g0001110","-",499,175
"Pc2109T1C00002417g0001120","-",713,499
"Pc2109T1C00002417g0001130","+",713,241
"Pc2109T1C00002417g0001150","-",3150,258
"Pc2109T1C00002417g0001140","+",241,258
"Pc2109T1C00002417g0001160","+",3150,2097
"Pc2109T1C00002417g0001170","+",2097,96
"Pc2109T1C00002417g0001180","+",96,228
"Pc2109T1C00002417g0001190","+",228,8
"Pc2109T1C00002417g0001200","+",8,372
"Pc2109T1C00002417g0001210","+",372,40
"Pc2109T1C00002417g0001220","+",40,6
"Pc2109T1C00002417g0001230","+",6,20
"Pc2109T1C00002417g0001240","+",20,361
"Pc2109T1C00002417g0001250","+",361,199
"Pc2109T1C00000041g0000150","-",264,21
"Pc2109T1C00000207g0001650","+",142,189
"Pc2109T1C00002419g0000010","+",NA,255
"Pc2109T1C00002419g0000020","-",1132,255
"Pc2109T1C00002419g0000030","+",1132,456
"Pc2109T1C00002419g0000040","-",1300,456
"Pc2109T1C00002419g0000050","-",10652,1300
"Pc2109T1C00002419g0000060","-",600,10652
"Pc2109T1C00002419g0000070","-",38940,600
"Pc2109T1C00002419g0000090","-",291,99
"Pc2109T1C00002419g0000080","+",38940,99
"Pc2109T1C00002419g0000100","-",1316,291
"Pc2109T1C00000227g0000020","-",NA,1409
"Pc2109T1C00002419g0000110","+",1316,20
"Pc2109T1C00002419g0000120","+",20,278
"Pc2109T1C00002419g0000140","-",3141,2580
"Pc2109T1C00002419g0000130","+",278,2580
"Pc2109T1C00002419g0000150","-",3635,3141
"Pc2109T1C00002419g0000160","+",3635,191
"Pc2109T1C00002419g0000170","-",161,191
"Pc2109T1C00002419g0000180","-",190,161
"Pc2109T1C00002419g0000190","-",124,190
"Pc2109T1C00002419g0000200","-",191,124
"Pc2109T1C00000234g0000020","-",14,189
"Pc2109T1C00002419g0000210","+",191,70
"Pc2109T1C00002419g0000220","+",70,1043
"Pc2109T1C00002419g0000230","-",3426,1043
"Pc2109T1C00002419g0000240","+",3426,545
"Pc2109T1C00002419g0000250","+",545,3596
"Pc2109T1C00002419g0000260","-",146,3596
"Pc2109T1C00002419g0000270","+",146,427
"Pc2109T1C00002419g0000280","+",427,75
"Pc2109T1C00002419g0000300","-",1791,307
"Pc2109T1C00002419g0000290","+",75,307
"Pc2109T1C00000234g0000030","-",5081,14
"Pc2109T1C00002419g0000310","+",1791,189
"Pc2109T1C00002419g0000320","+",189,273
"Pc2109T1C00002419g0000330","+",273,107
"Pc2109T1C00002419g0000340","-",499,107
"Pc2109T1C00002419g0000350","+",499,1126
"Pc2109T1C00002419g0000360","-",250,1126
"Pc2109T1C00002419g0000370","+",250,352
"Pc2109T1C00002419g0000380","+",352,1113
"Pc2109T1C00002419g0000400","-",2177,81
"Pc2109T1C00002419g0000390","+",1113,81
"Pc2109T1C00002419g0000410","-",739,2177
"Pc2109T1C00002419g0000420","-",996,739
"Pc2109T1C00002419g0000430","+",996,1344
"Pc2109T1C00002419g0000440","-",1502,1344
"Pc2109T1C00002419g0000450","-",192,1502
"Pc2109T1C00002419g0000460","+",192,232
"Pc2109T1C00002419g0000470","-",3682,232
"Pc2109T1C00002419g0000480","-",1241,3682
"Pc2109T1C00002419g0000490","+",1241,184
"Pc2109T1C00002419g0000500","+",184,114
"Pc2109T1C00000234g0000050","-",48090,825
"Pc2109T1C00000234g0000040","+",5081,825
"Pc2109T1C00002419g0000510","+",114,281
"Pc2109T1C00002419g0000520","-",44955,281
"Pc2109T1C00002419g0000530","-",23173,44955
"Pc2109T1C00002419g0000540","+",23173,8907
"Pc2109T1C00002419g0000550","+",8907,582
"Pc2109T1C00002419g0000560","+",582,361
"Pc2109T1C00002419g0000570","+",361,10207
"Pc2109T1C00002419g0000580","+",10207,1359
"Pc2109T1C00002419g0000590","+",1359,1786
"Pc2109T1C00002419g0000600","+",1786,277
"Pc2109T1C00002419g0000610","+",277,346
"Pc2109T1C00002419g0000620","+",346,1100
"Pc2109T1C00002419g0000640","-",251,1109
"Pc2109T1C00002419g0000630","+",1100,1109
"Pc2109T1C00002419g0000650","+",251,2277
"Pc2109T1C00002419g0000660","-",233,2277
"Pc2109T1C00002419g0000670","-",608,233
"Pc2109T1C00002419g0000680","-",9560,608
"Pc2109T1C00002419g0000690","+",9560,8165
"Pc2109T1C00002419g0000700","+",8165,798
"Pc2109T1C00002419g0000710","-",1592,798
"Pc2109T1C00000234g0000060","+",48090,2381
"Pc2109T1C00002419g0000720","+",1592,442
"Pc2109T1C00002419g0000730","+",442,233
"Pc2109T1C00002419g0000740","-",180,233
"Pc2109T1C00002419g0000750","+",180,352
"Pc2109T1C00002419g0000760","+",352,194
"Pc2109T1C00002419g0000770","+",194,2740
"Pc2109T1C00002419g0000790","-",1039,577
"Pc2109T1C00002419g0000780","+",2740,577
"Pc2109T1C00002419g0000800","-",931,1039
"Pc2109T1C00002419g0000810","-",2347,931
"Pc2109T1C00000234g0000070","+",2381,8804
"Pc2109T1C00002419g0000820","+",2347,397
"Pc2109T1C00002419g0000830","+",397,1863
"Pc2109T1C00002419g0000840","+",1863,366
"Pc2109T1C00002419g0000850","+",366,305
"Pc2109T1C00002419g0000860","-",5681,305
"Pc2109T1C00002419g0000870","-",1765,5681
"Pc2109T1C00002419g0000890","-",1123,59
"Pc2109T1C00002419g0000880","+",1765,59
"Pc2109T1C00002419g0000900","-",495,1123
"Pc2109T1C00002419g0000910","-",2244,495
"Pc2109T1C00000234g0000080","+",8804,167
"Pc2109T1C00002419g0000930","-",107,55
"Pc2109T1C00002419g0000920","+",2244,55
"Pc2109T1C00002419g0000940","+",107,558
"Pc2109T1C00002419g0000950","+",558,392
"Pc2109T1C00002419g0000960","-",1065,392
"Pc2109T1C00002419g0000970","+",1065,971
"Pc2109T1C00002419g0000980","-",525,971
"Pc2109T1C00002419g0000990","+",525,1120
"Pc2109T1C00002419g0001010","-",115,2155
"Pc2109T1C00002419g0001000","+",1120,2155
"Pc2109T1C00000041g0000160","-",4273,264
"Pc2109T1C00000234g0000090","+",167,147
"Pc2109T1C00002419g0001020","+",115,174
"Pc2109T1C00002419g0001030","-",1162,174
"Pc2109T1C00002419g0001050","-",158,506
"Pc2109T1C00002419g0001040","+",1162,506
"Pc2109T1C00002419g0001070","-",2386,1745
"Pc2109T1C00002419g0001060","+",158,1745
"Pc2109T1C00002419g0001080","-",2574,2386
"Pc2109T1C00002419g0001090","+",2574,2281
"Pc2109T1C00002419g0001100","+",2281,1777
"Pc2109T1C00000234g0000100","+",147,1515
"Pc2109T1C00002419g0001110","+",1777,358
"Pc2109T1C00002419g0001120","-",3893,358
"Pc2109T1C00002419g0001130","+",3893,310
"Pc2109T1C00002419g0001140","-",1586,310
"Pc2109T1C00002419g0001150","-",3496,1586
"Pc2109T1C00002419g0001160","+",3496,4
"Pc2109T1C00002419g0001170","-",206,4
"Pc2109T1C00002419g0001180","-",50,206
"Pc2109T1C00002419g0001190","+",50,1777
"Pc2109T1C00002419g0001200","+",1777,1821
"Pc2109T1C00000234g0000110","+",1515,221
"Pc2109T1C00002419g0001210","+",1821,14
"Pc2109T1C00002419g0001220","+",14,9519
"Pc2109T1C00002419g0001230","+",9519,2365
"Pc2109T1C00002419g0001240","+",2365,851
"Pc2109T1C00002419g0001250","+",851,14183
"Pc2109T1C00002419g0001260","+",14183,4460
"Pc2109T1C00002419g0001270","+",4460,28506
"Pc2109T1C00002419g0001280","+",28506,140
"Pc2109T1C00002419g0001290","-",142,140
"Pc2109T1C00002419g0001300","-",101,142
"Pc2109T1C00002419g0001310","-",710,101
"Pc2109T1C00000269g0000020","-",538,1177
"Pc2109T1C00002419g0001330","-",216,146
"Pc2109T1C00002419g0001320","+",710,146
"Pc2109T1C00002419g0001340","+",216,111
"Pc2109T1C00002419g0001350","-",173,111
"Pc2109T1C00002419g0001370","-",188,166
"Pc2109T1C00002419g0001360","+",173,166
"Pc2109T1C00002419g0001390","-",283,180
"Pc2109T1C00002419g0001380","+",188,180
"Pc2109T1C00002419g0001400","+",283,336
"Pc2109T1C00000269g0000030","-",195,538
"Pc2109T1C00002419g0001420","-",2122,75
"Pc2109T1C00002419g0001410","+",336,75
"Pc2109T1C00002419g0001430","-",363,2122
"Pc2109T1C00002419g0001440","+",363,118
"Pc2109T1C00002419g0001450","+",118,26397
"Pc2109T1C00002419g0001470","-",5453,1577
"Pc2109T1C00002419g0001460","+",26397,1577
"Pc2109T1C00002419g0001480","-",2296,5453
"Pc2109T1C00002419g0001490","-",205,2296
"Pc2109T1C00002419g0001500","-",134,205
"Pc2109T1C00002419g0001510","-",191,134
"Pc2109T1C00002419g0001520","-",229,191
"Pc2109T1C00002419g0001530","-",1258,229
"Pc2109T1C00002419g0001540","-",2007,1258
"Pc2109T1C00002419g0001550","+",2007,1876
"Pc2109T1C00002419g0001560","+",1876,138
"Pc2109T1C00002419g0001570","-",248,138
"Pc2109T1C00002419g0001580","-",298,248
"Pc2109T1C00002419g0001590","-",448,298
"Pc2109T1C00002419g0001610","-",529,260
"Pc2109T1C00002419g0001600","+",448,260
"Pc2109T1C00000269g0000040","+",195,439
"Pc2109T1C00000269g0000050","-",322,439
"Pc2109T1C00002419g0001630","-",552,434
"Pc2109T1C00002419g0001620","+",529,434
"Pc2109T1C00002419g0001640","-",1860,552
"Pc2109T1C00002419g0001660","-",251,605
"Pc2109T1C00002419g0001650","+",1860,605
"Pc2109T1C00002419g0001670","+",251,551
"Pc2109T1C00002419g0001680","+",551,711
"Pc2109T1C00002419g0001690","+",711,183
"Pc2109T1C00002419g0001700","-",209,183
"Pc2109T1C00002419g0001710","+",209,2002
"Pc2109T1C00002419g0001720","+",2002,332
"Pc2109T1C00002419g0001730","+",332,18
"Pc2109T1C00002419g0001740","+",18,993
"Pc2109T1C00002419g0001750","+",993,2079
"Pc2109T1C00002419g0001760","-",197,2079
"Pc2109T1C00002419g0001770","+",197,254
"Pc2109T1C00002419g0001780","-",179,254
"Pc2109T1C00002419g0001790","-",1364,179
"Pc2109T1C00002419g0001800","-",654,1364
"Pc2109T1C00002419g0001810","-",44,654
"Pc2109T1C00000269g0000060","+",322,4301
"Pc2109T1C00000269g0000070","-",16985,4301
"Pc2109T1C00002419g0001820","-",50867,44
"Pc2109T1C00002419g0001830","-",59,50867
"Pc2109T1C00002419g0001840","-",12,59
"Pc2109T1C00002419g0001850","-",2106,12
"Pc2109T1C00002419g0001870","-",109,592
"Pc2109T1C00002419g0001860","+",2106,592
"Pc2109T1C00002419g0001880","+",109,835
"Pc2109T1C00002419g0001890","+",835,313
"Pc2109T1C00002419g0001900","-",1158,313
"Pc2109T1C00002419g0001910","-",162,1158
"Pc2109T1C00002419g0001920","-",8531,162
"Pc2109T1C00002419g0001930","-",1239,8531
"Pc2109T1C00002419g0001940","+",1239,365
"Pc2109T1C00002419g0001950","+",365,1119
"Pc2109T1C00002419g0001960","+",1119,2118
"Pc2109T1C00002419g0001970","+",2118,261
"Pc2109T1C00002419g0001990","-",256,107
"Pc2109T1C00002419g0001980","+",261,107
"Pc2109T1C00002419g0002000","-",291,256
"Pc2109T1C00000041g0000170","-",3866,4273
"Pc2109T1C00000274g0000010","+",NA,2999
"Pc2109T1C00000274g0000020","-",NA,2999
"Pc2109T1C00002419g0002010","+",291,1134
"Pc2109T1C00002419g0002020","+",1134,123
"Pc2109T1C00002419g0002030","+",123,4750
"Pc2109T1C00002419g0002040","-",528,4750
"Pc2109T1C00002419g0002050","-",188,528
"Pc2109T1C00002419g0002060","+",188,139
"Pc2109T1C00002419g0002080","-",202,136
"Pc2109T1C00002419g0002070","+",139,136
"Pc2109T1C00002419g0002090","+",202,2772
"Pc2109T1C00002419g0002100","-",313,2772
"Pc2109T1C00002419g0002110","+",313,671
"Pc2109T1C00002419g0002120","+",671,750
"Pc2109T1C00002419g0002140","-",727,411
"Pc2109T1C00002419g0002130","+",750,411
"Pc2109T1C00002419g0002160","-",987,206
"Pc2109T1C00002419g0002150","+",727,206
"Pc2109T1C00002419g0002180","-",1236,257
"Pc2109T1C00002419g0002170","+",987,257
"Pc2109T1C00002419g0002200","-",421,3029
"Pc2109T1C00002419g0002190","+",1236,3029
"Pc2109T1C00002419g0002210","-",721,421
"Pc2109T1C00000275g0000030","-",486,175
"Pc2109T1C00000275g0000020","+",3488,175
"Pc2109T1C00002419g0002220","-",190,721
"Pc2109T1C00002419g0002230","+",190,147
"Pc2109T1C00002419g0002240","-",264,147
"Pc2109T1C00002419g0002250","+",264,256
"Pc2109T1C00002419g0002260","+",256,95
"Pc2109T1C00002419g0002270","-",938,95
"Pc2109T1C00002419g0002290","-",273,1436
"Pc2109T1C00002419g0002280","+",938,1436
"Pc2109T1C00002419g0002300","-",242,273
"Pc2109T1C00002419g0002310","-",3048,242
"Pc2109T1C00000275g0000040","-",2032,486
"Pc2109T1C00002419g0002320","+",3048,2014
"Pc2109T1C00002419g0002330","-",67,2014
"Pc2109T1C00002419g0002340","-",4532,67
"Pc2109T1C00002419g0002350","-",458,4532
"Pc2109T1C00002419g0002360","+",458,337
"Pc2109T1C00002419g0002370","-",125,337
"Pc2109T1C00002419g0002380","+",125,1546
"Pc2109T1C00002419g0002390","+",1546,211
"Pc2109T1C00002419g0002410","-",396,64
"Pc2109T1C00002419g0002400","+",211,64
"Pc2109T1C00002419g0002420","+",396,152
"Pc2109T1C00002419g0002430","+",152,131
"Pc2109T1C00002419g0002440","-",921,131
"Pc2109T1C00002419g0002450","+",921,186
"Pc2109T1C00002419g0002460","-",1443,186
"Pc2109T1C00002419g0002470","+",1443,4437
"Pc2109T1C00002419g0002490","-",5347,5244
"Pc2109T1C00002419g0002480","+",4437,5244
"Pc2109T1C00002419g0002500","-",NA,5347
"Pc2109T1C00002422g0000020","-",1377,6956
"Pc2109T1C00002422g0000010","+",NA,6956
"Pc2109T1C00000275g0000050","+",2032,422
"Pc2109T1C00002422g0000030","-",295,1377
"Pc2109T1C00002422g0000040","-",1409,295
"Pc2109T1C00002422g0000050","+",1409,37367
"Pc2109T1C00002422g0000060","-",6120,37367
"Pc2109T1C00002422g0000070","+",6120,2642
"Pc2109T1C00002422g0000080","+",2642,106
"Pc2109T1C00002422g0000090","-",1209,106
"Pc2109T1C00002422g0000100","+",1209,889
"Pc2109T1C00002422g0000120","-",853,143
"Pc2109T1C00002422g0000110","+",889,143
"Pc2109T1C00000275g0000060","+",422,3875
"Pc2109T1C00002422g0000130","+",853,1053
"Pc2109T1C00002422g0000140","+",1053,2263
"Pc2109T1C00002422g0000150","-",97,2263
"Pc2109T1C00002422g0000160","-",6659,97
"Pc2109T1C00002422g0000170","-",149,6659
"Pc2109T1C00002422g0000180","-",307,149
"Pc2109T1C00002422g0000190","-",1637,307
"Pc2109T1C00002422g0000200","+",1637,180
"Pc2109T1C00002422g0000210","-",1319,180
"Pc2109T1C00000275g0000070","+",3875,1693
"Pc2109T1C00002422g0000230","-",350,176
"Pc2109T1C00002422g0000220","+",1319,176
"Pc2109T1C00002422g0000240","+",350,248
"Pc2109T1C00002422g0000250","+",248,174
"Pc2109T1C00002422g0000260","-",406,174
"Pc2109T1C00002422g0000270","-",121,406
"Pc2109T1C00002422g0000280","+",121,68
"Pc2109T1C00002422g0000290","-",277,68
"Pc2109T1C00002422g0000310","-",160,129
"Pc2109T1C00002422g0000300","+",277,129
"Pc2109T1C00000275g0000080","+",1693,27
"Pc2109T1C00002422g0000330","-",701,224
"Pc2109T1C00002422g0000320","+",160,224
"Pc2109T1C00002422g0000340","+",701,104
"Pc2109T1C00002422g0000350","+",104,4276
"Pc2109T1C00002422g0000360","+",4276,160
"Pc2109T1C00002422g0000370","+",160,9877
"Pc2109T1C00002422g0000380","+",9877,23
"Pc2109T1C00002422g0000390","+",23,200
"Pc2109T1C00002422g0000400","+",200,2030
"Pc2109T1C00002422g0000410","+",2030,4411
"Pc2109T1C00002422g0000420","-",3033,4411
"Pc2109T1C00000275g0000090","+",27,2038
"Pc2109T1C00002422g0000430","-",31483,3033
"Pc2109T1C00002422g0000440","-",397,31483
"Pc2109T1C00002422g0000450","-",1037,397
"Pc2109T1C00002422g0000460","+",1037,624
"Pc2109T1C00002422g0000470","+",624,275
"Pc2109T1C00002422g0000480","-",345,275
"Pc2109T1C00002422g0000490","-",334,345
"Pc2109T1C00002422g0000500","-",218,334
"Pc2109T1C00002422g0000510","+",218,572
"Pc2109T1C00000275g0000100","+",2038,21684
"Pc2109T1C00002422g0000520","+",572,260
"Pc2109T1C00002422g0000530","-",604,260
"Pc2109T1C00002422g0000540","+",604,127
"Pc2109T1C00002422g0000550","+",127,4177
"Pc2109T1C00002422g0000560","+",4177,4513
"Pc2109T1C00002422g0000570","-",9606,4513
"Pc2109T1C00002422g0000580","-",22913,9606
"Pc2109T1C00002422g0000590","+",22913,23
"Pc2109T1C00002422g0000600","-",96,23
"Pc2109T1C00002422g0000610","-",80,96
"Pc2109T1C00000275g0000110","+",21684,2465
"Pc2109T1C00002422g0000630","-",252,177
"Pc2109T1C00002422g0000620","+",80,177
"Pc2109T1C00002422g0000650","-",178,66
"Pc2109T1C00002422g0000640","+",252,66
"Pc2109T1C00002422g0000660","+",178,109
"Pc2109T1C00002422g0000670","-",180,109
"Pc2109T1C00002422g0000680","-",150,180
"Pc2109T1C00002422g0000690","+",150,115
"Pc2109T1C00002422g0000700","-",374,115
"Pc2109T1C00002422g0000710","+",374,222
"Pc2109T1C00000275g0000120","+",2465,449
"Pc2109T1C00002422g0000720","+",222,2275
"Pc2109T1C00002422g0000730","-",27121,2275
"Pc2109T1C00002422g0000740","-",6903,27121
"Pc2109T1C00002422g0000750","-",5529,6903
"Pc2109T1C00002422g0000760","-",7740,5529
"Pc2109T1C00002422g0000770","+",7740,22083
"Pc2109T1C00002422g0000790","-",537,545
"Pc2109T1C00002422g0000780","+",22083,545
"Pc2109T1C00002422g0000800","-",322,537
"Pc2109T1C00002422g0000820","-",862,335
"Pc2109T1C00002422g0000810","+",322,335
"Pc2109T1C00000275g0000140","-",606,113
"Pc2109T1C00000275g0000130","+",449,113
"Pc2109T1C00002422g0000830","+",862,220
"Pc2109T1C00002422g0000850","-",190,174
"Pc2109T1C00002422g0000840","+",220,174
"Pc2109T1C00002422g0000870","-",12385,120
"Pc2109T1C00002422g0000860","+",190,120
"Pc2109T1C00002422g0000880","-",5069,12385
"Pc2109T1C00002422g0000890","+",5069,2001
"Pc2109T1C00002422g0000900","+",2001,259
"Pc2109T1C00002422g0000910","+",259,141
"Pc2109T1C00002422g0000930","-",1739,259
"Pc2109T1C00002422g0000920","+",141,259
"Pc2109T1C00002422g0000940","-",710,1739
"Pc2109T1C00002422g0000950","-",272,710
"Pc2109T1C00002422g0000960","+",272,144
"Pc2109T1C00002422g0000970","-",232,144
"Pc2109T1C00002422g0000980","-",1120,232
"Pc2109T1C00002422g0000990","+",1120,170
"Pc2109T1C00002422g0001000","-",269,170
"Pc2109T1C00002422g0001010","+",269,408
"Pc2109T1C00000275g0000150","+",606,551
"Pc2109T1C00002422g0001020","+",408,376
"Pc2109T1C00002422g0001030","-",621,376
"Pc2109T1C00002422g0001040","-",171,621
