"geneid","strand","fiveprime","threeprime"
"Pc2113T1C00002342g0000980","-",468,261
"Pc2113T1C00002342g0001000","-",92,346
"Pc2113T1C00002342g0000990","+",468,346
"Pc2113T1C00002342g0001020","-",809,1706
"Pc2113T1C00002342g0001010","+",92,1706
"Pc2113T1C00002342g0001040","-",2341,5449
"Pc2113T1C00002342g0001030","+",809,5449
"Pc2113T1C00002342g0001050","+",2341,760
"Pc2113T1C00000423g0000340","+",1828,25273
"Pc2113T1C00002342g0001060","+",760,330
"Pc2113T1C00002342g0001070","+",330,731
"Pc2113T1C00002342g0001090","-",305,304
"Pc2113T1C00002342g0001080","+",731,304
"Pc2113T1C00002342g0001100","+",305,320
"Pc2113T1C00002342g0001120","-",210,212
"Pc2113T1C00002342g0001110","+",320,212
"Pc2113T1C00002342g0001130","+",210,79
"Pc2113T1C00002342g0001140","-",725,79
"Pc2113T1C00002342g0001150","-",871,725
"Pc2113T1C00000423g0000360","-",1578,16626
"Pc2113T1C00000423g0000350","+",25273,16626
"Pc2113T1C00002342g0001170","-",229,63
"Pc2113T1C00002342g0001160","+",871,63
"Pc2113T1C00002342g0001180","+",229,203
"Pc2113T1C00002342g0001190","+",203,362
"Pc2113T1C00002342g0001200","+",362,257
"Pc2113T1C00002342g0001210","+",257,209
"Pc2113T1C00002342g0001220","+",209,154
"Pc2113T1C00002342g0001230","+",154,260
"Pc2113T1C00002342g0001250","-",1209,75
"Pc2113T1C00002342g0001240","+",260,75
"Pc2113T1C00000423g0000370","-",1327,1578
"Pc2113T1C00002342g0001260","+",1209,156
"Pc2113T1C00002342g0001280","-",316,26
"Pc2113T1C00002342g0001270","+",156,26
"Pc2113T1C00002342g0001300","-",138,12
"Pc2113T1C00002342g0001290","+",316,12
"Pc2113T1C00002342g0001310","-",146,138
"Pc2113T1C00002342g0001320","+",146,375
"Pc2113T1C00002342g0001330","-",85,375
"Pc2113T1C00002342g0001350","-",1766,920
"Pc2113T1C00002342g0001340","+",85,920
"Pc2113T1C00000423g0000380","-",1788,1327
"Pc2113T1C00002342g0001370","-",1983,293
"Pc2113T1C00002342g0001360","+",1766,293
"Pc2113T1C00002342g0001380","+",1983,352
"Pc2113T1C00002342g0001400","-",207,112
"Pc2113T1C00002342g0001390","+",352,112
"Pc2113T1C00002342g0001420","-",2822,584
"Pc2113T1C00002342g0001410","+",207,584
"Pc2113T1C00002342g0001430","+",2822,243
"Pc2113T1C00002342g0001450","-",296,97
"Pc2113T1C00002342g0001440","+",243,97
"Pc2113T1C00002342g0001460","-",113,296
"Pc2113T1C00002342g0001470","+",113,205
"Pc2113T1C00002342g0001480","-",665,205
"Pc2113T1C00002342g0001490","+",665,1491
"Pc2113T1C00002342g0001500","+",1491,862
"Pc2113T1C00002342g0001520","-",35,2181
"Pc2113T1C00002342g0001510","+",862,2181
"Pc2113T1C00002342g0001530","-",572,35
"Pc2113T1C00002342g0001540","-",178,572
"Pc2113T1C00002342g0001560","-",114,221
"Pc2113T1C00002342g0001550","+",178,221
"Pc2113T1C00000423g0000400","-",125,228
"Pc2113T1C00000423g0000390","+",1788,228
"Pc2113T1C00002342g0001570","-",1412,114
"Pc2113T1C00002342g0001580","-",638,1412
"Pc2113T1C00002342g0001590","-",310,638
"Pc2113T1C00002342g0001600","-",645,310
"Pc2113T1C00002342g0001610","-",260,645
"Pc2113T1C00002342g0001620","+",260,60
"Pc2113T1C00002342g0001640","-",1753,2268
"Pc2113T1C00002342g0001630","+",60,2268
"Pc2113T1C00002342g0001650","-",58,1753
"Pc2113T1C00002342g0001660","-",1968,58
"Pc2113T1C00000423g0000410","-",21991,125
"Pc2113T1C00002342g0001670","-",38,1968
"Pc2113T1C00002342g0001680","-",231,38
"Pc2113T1C00002342g0001690","+",231,308
"Pc2113T1C00002342g0001700","+",308,507
"Pc2113T1C00002342g0001710","+",507,691
"Pc2113T1C00002344g0000020","-",13876,930
"Pc2113T1C00002344g0000010","+",NA,930
"Pc2113T1C00002344g0000030","-",226,13876
"Pc2113T1C00002344g0000040","-",29832,226
"Pc2113T1C00002344g0000050","-",209,29832
"Pc2113T1C00002344g0000060","+",209,265
"Pc2113T1C00002344g0000070","+",265,190
"Pc2113T1C00002344g0000080","-",149,190
"Pc2113T1C00002344g0000100","-",1317,293
"Pc2113T1C00002344g0000090","+",149,293
"Pc2113T1C00002344g0000110","+",1317,289
"Pc2113T1C00002344g0000120","-",78,289
"Pc2113T1C00002344g0000130","-",1065,78
"Pc2113T1C00002344g0000140","-",151,1065
"Pc2113T1C00000087g0000200","-",598,137
"Pc2113T1C00000087g0000190","+",2175,137
"Pc2113T1C00000423g0000420","+",21991,443
"Pc2113T1C00002344g0000150","+",151,523
"Pc2113T1C00002344g0000170","-",684,309
"Pc2113T1C00002344g0000160","+",523,309
"Pc2113T1C00002344g0000180","+",684,129
"Pc2113T1C00002344g0000190","-",297,129
"Pc2113T1C00002344g0000200","-",2355,297
"Pc2113T1C00002344g0000210","+",2355,235
"Pc2113T1C00002344g0000220","-",1382,235
"Pc2113T1C00002344g0000230","-",152,1382
"Pc2113T1C00002344g0000240","-",330,152
"Pc2113T1C00000423g0000440","-",1056,329
"Pc2113T1C00000423g0000430","+",443,329
"Pc2113T1C00002344g0000260","-",379,157
"Pc2113T1C00002344g0000250","+",330,157
"Pc2113T1C00002344g0000280","-",1624,320
"Pc2113T1C00002344g0000270","+",379,320
"Pc2113T1C00002344g0000290","+",1624,158
"Pc2113T1C00002344g0000300","-",128,158
"Pc2113T1C00002344g0000320","-",1245,417
"Pc2113T1C00002344g0000310","+",128,417
"Pc2113T1C00002344g0000330","+",1245,40
"Pc2113T1C00002344g0000340","+",40,351
"Pc2113T1C00002344g0000350","-",14332,351
"Pc2113T1C00002344g0000360","+",14332,9265
"Pc2113T1C00002344g0000370","-",16504,9265
"Pc2113T1C00002344g0000380","+",16504,20776
"Pc2113T1C00002344g0000390","-",823,20776
"Pc2113T1C00002344g0000400","+",823,199
"Pc2113T1C00002344g0000410","-",281,199
"Pc2113T1C00002344g0000420","+",281,160
"Pc2113T1C00002344g0000430","+",160,354
"Pc2113T1C00002344g0000440","+",354,3274
"Pc2113T1C00000423g0000450","+",1056,861
"Pc2113T1C00000423g0000460","-",23,861
"Pc2113T1C00002344g0000450","+",3274,23
"Pc2113T1C00002344g0000460","+",23,4093
"Pc2113T1C00002344g0000470","+",4093,1799
"Pc2113T1C00002344g0000490","-",686,1027
"Pc2113T1C00002344g0000480","+",1799,1027
"Pc2113T1C00002344g0000500","+",686,2689
"Pc2113T1C00002345g0000020","+",826,19
"Pc2113T1C00002345g0000030","+",19,462
"Pc2113T1C00002345g0000040","-",147,462
"Pc2113T1C00000423g0000470","-",189,23
"Pc2113T1C00002345g0000050","+",147,285
"Pc2113T1C00002345g0000060","+",285,1419
"Pc2113T1C00002345g0000070","+",1419,2714
"Pc2113T1C00002345g0000080","+",2714,1688
"Pc2113T1C00002345g0000090","+",1688,412
"Pc2113T1C00002345g0000100","+",412,245
"Pc2113T1C00002345g0000110","-",318,245
"Pc2113T1C00002345g0000120","+",318,593
"Pc2113T1C00002345g0000130","+",593,230
"Pc2113T1C00002345g0000140","+",230,79
"Pc2113T1C00002345g0000150","-",1541,79
"Pc2113T1C00002345g0000160","+",1541,1134
"Pc2113T1C00002345g0000170","+",1134,179
"Pc2113T1C00002345g0000180","-",1169,179
"Pc2113T1C00002345g0000190","-",969,1169
"Pc2113T1C00002345g0000200","+",969,870
"Pc2113T1C00002345g0000210","+",870,98
"Pc2113T1C00002345g0000230","-",362,193
"Pc2113T1C00002345g0000220","+",98,193
"Pc2113T1C00002345g0000240","-",169,362
"Pc2113T1C00002345g0000250","-",171,169
"Pc2113T1C00000423g0000480","+",189,9000
"Pc2113T1C00002345g0000260","-",692,171
"Pc2113T1C00002345g0000270","-",436,692
"Pc2113T1C00002345g0000280","-",1169,436
"Pc2113T1C00002345g0000300","-",1266,392
"Pc2113T1C00002345g0000290","+",1169,392
"Pc2113T1C00002345g0000310","+",1266,2440
"Pc2113T1C00002345g0000320","+",2440,191
"Pc2113T1C00002345g0000330","-",212,191
"Pc2113T1C00002345g0000340","+",212,135
"Pc2113T1C00002345g0000350","-",958,135
"Pc2113T1C00000423g0000500","-",239,269
"Pc2113T1C00000423g0000490","+",9000,269
"Pc2113T1C00002345g0000360","-",494,958
"Pc2113T1C00002345g0000370","-",271,494
"Pc2113T1C00002345g0000380","-",452,271
"Pc2113T1C00002345g0000390","-",317,452
"Pc2113T1C00002345g0000400","-",502,317
"Pc2113T1C00002345g0000410","-",151,502
"Pc2113T1C00002345g0000430","-",1727,364
"Pc2113T1C00002345g0000420","+",151,364
"Pc2113T1C00002345g0000440","+",1727,2923
"Pc2113T1C00002345g0000450","+",2923,2971
"Pc2113T1C00002345g0000460","+",2971,2230
"Pc2113T1C00002345g0000470","+",2230,2173
"Pc2113T1C00002345g0000480","+",2173,26
"Pc2113T1C00002345g0000490","+",26,5
"Pc2113T1C00002345g0000500","+",5,36
"Pc2113T1C00002346g0000020","+",2070,1167
"Pc2113T1C00002346g0000030","-",958,1167
"Pc2113T1C00002346g0000040","+",958,2918
"Pc2113T1C00000423g0000510","+",239,3093
"Pc2113T1C00002346g0000050","+",2918,7109
"Pc2113T1C00002346g0000060","+",7109,5778
"Pc2113T1C00002346g0000080","-",284,216
"Pc2113T1C00002346g0000070","+",5778,216
"Pc2113T1C00002346g0000090","+",284,1253
"Pc2113T1C00002346g0000100","+",1253,268
"Pc2113T1C00002346g0000110","+",268,4927
"Pc2113T1C00002346g0000130","-",208,241
"Pc2113T1C00002346g0000120","+",4927,241
"Pc2113T1C00002346g0000140","-",185,208
"Pc2113T1C00000423g0000520","+",3093,1361
"Pc2113T1C00002346g0000150","+",185,670
"Pc2113T1C00002346g0000160","-",14036,670
"Pc2113T1C00002346g0000170","-",102,14036
"Pc2113T1C00002346g0000180","-",210,102
"Pc2113T1C00002346g0000190","+",210,5864
"Pc2113T1C00002346g0000200","+",5864,1013
"Pc2113T1C00002346g0000210","+",1013,2018
"Pc2113T1C00002346g0000230","-",514,580
"Pc2113T1C00002346g0000220","+",2018,580
"Pc2113T1C00002346g0000250","-",553,303
"Pc2113T1C00002346g0000240","+",514,303
"Pc2113T1C00000423g0000540","-",483,1125
"Pc2113T1C00000423g0000530","+",1361,1125
"Pc2113T1C00002346g0000260","+",553,2417
"Pc2113T1C00002346g0000270","-",183,2417
"Pc2113T1C00002346g0000280","-",147,183
"Pc2113T1C00002346g0000290","+",147,7
"Pc2113T1C00002346g0000310","-",1219,162
"Pc2113T1C00002346g0000300","+",7,162
"Pc2113T1C00002346g0000320","-",416,1219
"Pc2113T1C00002346g0000330","+",416,341
"Pc2113T1C00002346g0000340","+",341,938
"Pc2113T1C00000423g0000550","-",591,483
"Pc2113T1C00002346g0000360","-",2293,279
"Pc2113T1C00002346g0000350","+",938,279
"Pc2113T1C00002346g0000370","+",2293,392
"Pc2113T1C00002346g0000380","-",271,392
"Pc2113T1C00002346g0000400","-",485,133
"Pc2113T1C00002346g0000390","+",271,133
"Pc2113T1C00002346g0000410","+",485,4046
"Pc2113T1C00002346g0000420","-",11735,4046
"Pc2113T1C00002346g0000430","+",11735,5758
"Pc2113T1C00002346g0000440","+",5758,1905
"Pc2113T1C00000423g0000560","-",616,591
"Pc2113T1C00002346g0000460","-",793,21522
"Pc2113T1C00002346g0000450","+",1905,21522
"Pc2113T1C00002346g0000470","+",793,1207
"Pc2113T1C00002346g0000480","-",7,1207
"Pc2113T1C00002346g0000490","-",2677,7
"Pc2113T1C00002346g0000500","-",929,2677
"Pc2113T1C00002346g0000510","+",929,348
"Pc2113T1C00002346g0000520","-",217,348
"Pc2113T1C00002346g0000530","+",217,645
"Pc2113T1C00002346g0000540","+",645,448
"Pc2113T1C00002346g0000550","+",448,529
"Pc2113T1C00002346g0000560","-",179,529
"Pc2113T1C00002346g0000570","+",179,389
"Pc2113T1C00002346g0000590","-",168,389
"Pc2113T1C00002346g0000580","+",389,168
"Pc2113T1C00002346g0000600","-",264,168
"Pc2113T1C00002346g0000610","+",264,2294
"Pc2113T1C00002346g0000630","-",733,153
"Pc2113T1C00002346g0000620","+",2294,153
"Pc2113T1C00002346g0000650","-",1053,351
"Pc2113T1C00002346g0000640","+",733,351
"Pc2113T1C00000423g0000570","+",616,104
"Pc2113T1C00000423g0000580","-",4053,104
"Pc2113T1C00002346g0000660","+",1053,7712
"Pc2113T1C00002346g0000670","+",7712,742
"Pc2113T1C00002346g0000680","+",742,478
"Pc2113T1C00002346g0000690","-",250,478
"Pc2113T1C00002346g0000700","-",213,250
"Pc2113T1C00002346g0000710","+",213,438
"Pc2113T1C00002346g0000720","-",209,438
"Pc2113T1C00002346g0000730","+",209,2769
"Pc2113T1C00002346g0000740","+",2769,765
"Pc2113T1C00002346g0000750","-",5567,765
"Pc2113T1C00002346g0000760","-",232,5567
"Pc2113T1C00002346g0000770","-",3519,232
"Pc2113T1C00002346g0000780","-",191,3519
"Pc2113T1C00002346g0000800","-",109,44
"Pc2113T1C00002346g0000790","+",191,44
"Pc2113T1C00002346g0000820","-",346,1712
"Pc2113T1C00002346g0000810","+",109,1712
"Pc2113T1C00002346g0000830","+",346,180
"Pc2113T1C00002346g0000840","-",2214,180
"Pc2113T1C00002346g0000850","+",2214,2519
"Pc2113T1C00002346g0000860","-",959,2519
"Pc2113T1C00000423g0000600","-",2445,188
"Pc2113T1C00000423g0000590","+",4053,188
"Pc2113T1C00002346g0000870","-",207,959
"Pc2113T1C00002346g0000880","+",207,299
"Pc2113T1C00002346g0000890","+",299,178
"Pc2113T1C00002346g0000900","+",178,1519
"Pc2113T1C00002346g0000910","-",135,1519
"Pc2113T1C00002346g0000920","+",135,752
"Pc2113T1C00002346g0000930","+",752,29017
"Pc2113T1C00002346g0000940","+",29017,68618
"Pc2113T1C00002346g0000950","+",68618,1238
"Pc2113T1C00002346g0000960","+",1238,2194
"Pc2113T1C00002346g0000970","+",2194,1725
"Pc2113T1C00002346g0000980","-",475,1725
"Pc2113T1C00002346g0000990","+",475,169
"Pc2113T1C00002346g0001000","+",169,146
"Pc2113T1C00002346g0001010","+",146,254
"Pc2113T1C00002346g0001020","-",553,254
"Pc2113T1C00002346g0001040","-",140,174
"Pc2113T1C00002346g0001030","+",553,174
"Pc2113T1C00002346g0001050","+",140,189
"Pc2113T1C00000423g0000620","-",6709,784
"Pc2113T1C00000423g0000610","+",2445,784
"Pc2113T1C00002346g0001070","-",199,66
"Pc2113T1C00002346g0001060","+",189,66
"Pc2113T1C00002346g0001080","-",590,199
"Pc2113T1C00002346g0001090","+",590,812
"Pc2113T1C00002346g0001100","-",460,812
"Pc2113T1C00002346g0001110","+",460,124
"Pc2113T1C00002346g0001120","-",920,124
"Pc2113T1C00002346g0001130","-",335,920
"Pc2113T1C00002346g0001140","-",1088,335
"Pc2113T1C00002346g0001150","+",1088,2416
"Pc2113T1C00000087g0000210","+",598,115
"Pc2113T1C00000087g0000220","-",NA,115
"Pc2113T1C00000423g0000630","-",1314,6709
"Pc2113T1C00002346g0001160","+",2416,2074
"Pc2113T1C00002346g0001170","+",2074,1902
"Pc2113T1C00002346g0001180","+",1902,130
"Pc2113T1C00002346g0001190","-",747,130
"Pc2113T1C00002346g0001210","-",237,179
"Pc2113T1C00002346g0001200","+",747,179
"Pc2113T1C00002346g0001220","-",231,237
"Pc2113T1C00002346g0001230","-",643,231
"Pc2113T1C00002346g0001240","-",332,643
"Pc2113T1C00002346g0001260","-",395,239
"Pc2113T1C00002346g0001250","+",332,239
"Pc2113T1C00002346g0001280","-",1132,1042
"Pc2113T1C00002346g0001270","+",395,1042
"Pc2113T1C00002346g0001290","-",1974,1132
"Pc2113T1C00002346g0001300","+",1974,619
"Pc2113T1C00002346g0001310","-",2035,619
"Pc2113T1C00002346g0001320","-",111,2035
"Pc2113T1C00002346g0001330","+",111,244
"Pc2113T1C00002346g0001350","-",147,16
"Pc2113T1C00002346g0001340","+",244,16
"Pc2113T1C00002346g0001360","-",516,147
"Pc2113T1C00000423g0000640","+",1314,1971
"Pc2113T1C00002346g0001370","-",1946,516
"Pc2113T1C00002346g0001380","-",2399,1946
"Pc2113T1C00002346g0001390","-",174,2399
"Pc2113T1C00002346g0001410","-",2093,136
"Pc2113T1C00002346g0001400","+",174,136
"Pc2113T1C00002346g0001420","-",101,2093
"Pc2113T1C00002346g0001430","+",101,1225
"Pc2113T1C00002346g0001440","-",298,1225
"Pc2113T1C00002346g0001460","-",469,238
"Pc2113T1C00002346g0001450","+",298,238
"Pc2113T1C00000423g0000650","+",1971,303
"Pc2113T1C00002346g0001470","-",396,469
"Pc2113T1C00002346g0001480","+",396,215
"Pc2113T1C00002346g0001490","+",215,5747
"Pc2113T1C00002346g0001500","+",5747,2842
"Pc2113T1C00002346g0001520","-",220,2439
"Pc2113T1C00002346g0001510","+",2842,2439
"Pc2113T1C00002346g0001530","-",402,220
"Pc2113T1C00002346g0001540","-",277,402
"Pc2113T1C00002346g0001550","-",164,277
"Pc2113T1C00000423g0000660","+",303,401
"Pc2113T1C00002346g0001560","+",164,106
"Pc2113T1C00002346g0001570","-",1747,106
"Pc2113T1C00002346g0001580","-",1774,1747
"Pc2113T1C00002346g0001590","-",1871,1774
"Pc2113T1C00002346g0001600","+",1871,120
"Pc2113T1C00002346g0001610","-",242,120
"Pc2113T1C00002346g0001620","+",242,226
"Pc2113T1C00002346g0001630","+",226,384
"Pc2113T1C00002346g0001640","+",384,159
"Pc2113T1C00002346g0001650","-",620,159
"Pc2113T1C00000423g0000680","-",1029,179
"Pc2113T1C00000423g0000670","+",401,179
"Pc2113T1C00002346g0001660","+",620,395
"Pc2113T1C00002346g0001670","+",395,1336
"Pc2113T1C00002346g0001680","-",59,1336
"Pc2113T1C00002346g0001690","-",806,59
"Pc2113T1C00002346g0001700","-",551,806
"Pc2113T1C00002346g0001710","-",1816,551
"Pc2113T1C00002346g0001730","-",470,176
"Pc2113T1C00002346g0001720","+",1816,176
"Pc2113T1C00002346g0001740","+",470,1239
"Pc2113T1C00002346g0001750","+",1239,274
"Pc2113T1C00000423g0000690","-",2301,1029
"Pc2113T1C00002346g0001770","-",731,81
"Pc2113T1C00002346g0001760","+",274,81
"Pc2113T1C00002346g0001780","+",731,230
"Pc2113T1C00002346g0001800","-",193,68
"Pc2113T1C00002346g0001790","+",230,68
"Pc2113T1C00002346g0001810","+",193,57
"Pc2113T1C00002346g0001820","-",120,57
"Pc2113T1C00002346g0001830","+",120,922
"Pc2113T1C00002346g0001840","+",922,89
"Pc2113T1C00002346g0001850","-",164,89
"Pc2113T1C00000423g0000700","-",775,2301
"Pc2113T1C00002346g0001860","+",164,264
"Pc2113T1C00002346g0001870","-",2490,264
"Pc2113T1C00002346g0001880","-",735,2490
"Pc2113T1C00002346g0001890","-",656,735
"Pc2113T1C00002346g0001900","-",872,656
"Pc2113T1C00002346g0001910","+",872,127
"Pc2113T1C00002346g0001920","-",195,127
"Pc2113T1C00002346g0001930","+",195,143
"Pc2113T1C00002346g0001940","+",143,198
"Pc2113T1C00002346g0001950","+",198,216
"Pc2113T1C00002346g0001960","-",3771,216
"Pc2113T1C00000423g0000710","-",13218,775
"Pc2113T1C00002346g0001970","-",2576,3771
"Pc2113T1C00002346g0001980","-",298,2576
"Pc2113T1C00002346g0001990","-",154,298
"Pc2113T1C00002346g0002000","-",167,154
"Pc2113T1C00002346g0002020","-",1447,134
"Pc2113T1C00002346g0002010","+",167,134
"Pc2113T1C00002346g0002040","-",98,911
"Pc2113T1C00002346g0002030","+",1447,911
"Pc2113T1C00002346g0002050","+",98,787
"Pc2113T1C00000423g0000720","-",1933,13218
"Pc2113T1C00002346g0002060","+",787,320
"Pc2113T1C00002346g0002070","-",182,320
"Pc2113T1C00002346g0002080","+",182,69
"Pc2113T1C00002346g0002100","-",135,355
"Pc2113T1C00002346g0002090","+",69,355
"Pc2113T1C00002346g0002110","-",280,135
"Pc2113T1C00002346g0002120","+",280,94
"Pc2113T1C00002346g0002130","+",94,343
"Pc2113T1C00002346g0002140","+",343,454
"Pc2113T1C00002346g0002150","-",256,454
"Pc2113T1C00002346g0002160","+",256,120
"Pc2113T1C00002346g0002170","-",245,120
"Pc2113T1C00002346g0002190","-",10960,128
"Pc2113T1C00002346g0002180","+",245,128
"Pc2113T1C00002346g0002200","-",189,10960
"Pc2113T1C00002346g0002210","+",189,202
"Pc2113T1C00002346g0002220","-",641,202
"Pc2113T1C00002346g0002230","+",641,2296
"Pc2113T1C00002346g0002240","+",2296,890
"Pc2113T1C00002346g0002250","-",802,890
"Pc2113T1C00000423g0000730","+",1933,516
"Pc2113T1C00002346g0002260","+",802,966
"Pc2113T1C00002346g0002270","+",966,52
"Pc2113T1C00002346g0002290","-",233,153
"Pc2113T1C00002346g0002280","+",52,153
"Pc2113T1C00002346g0002300","-",424,233
"Pc2113T1C00002346g0002310","-",1636,424
"Pc2113T1C00002346g0002330","-",648,133
"Pc2113T1C00002346g0002320","+",1636,133
"Pc2113T1C00002346g0002350","-",1377,1573
"Pc2113T1C00002346g0002340","+",648,1573
"Pc2113T1C00000423g0000740","+",516,245
"Pc2113T1C00002346g0002360","+",1377,5252
"Pc2113T1C00002346g0002370","+",5252,366
"Pc2113T1C00002346g0002380","+",366,3362
"Pc2113T1C00002346g0002390","-",5,3362
"Pc2113T1C00002346g0002400","-",22240,5
"Pc2113T1C00002346g0002410","-",4790,22240
"Pc2113T1C00002346g0002420","-",20,4790
"Pc2113T1C00002346g0002430","-",42,20
"Pc2113T1C00002346g0002440","-",50928,42
"Pc2113T1C00002346g0002460","-",1571,48
"Pc2113T1C00002346g0002450","+",50928,48
"Pc2113T1C00000423g0000750","+",245,295
"Pc2113T1C00002346g0002480","-",174,414
"Pc2113T1C00002346g0002470","+",1571,414
"Pc2113T1C00002346g0002490","+",174,198
"Pc2113T1C00002346g0002500","-",452,198
"Pc2113T1C00002346g0002520","-",182,4175
"Pc2113T1C00002346g0002510","+",452,4175
"Pc2113T1C00002346g0002530","-",346,182
"Pc2113T1C00002346g0002540","+",346,350
"Pc2113T1C00002346g0002550","+",350,472
"Pc2113T1C00000423g0000760","+",295,9
"Pc2113T1C00002346g0002560","+",472,824
"Pc2113T1C00002346g0002570","+",824,1564
"Pc2113T1C00002346g0002580","+",1564,1943
"Pc2113T1C00002346g0002590","-",128,1943
"Pc2113T1C00002346g0002600","+",128,168
"Pc2113T1C00002346g0002620","-",232,10
"Pc2113T1C00002346g0002610","+",168,10
"Pc2113T1C00002346g0002630","+",232,657
"Pc2113T1C00002346g0002650","-",6104,89
"Pc2113T1C00002346g0002640","+",657,89
"Pc2113T1C00000423g0000770","+",9,558
"Pc2113T1C00002346g0002660","+",6104,1280
"Pc2113T1C00002346g0002670","+",1280,884
"Pc2113T1C00002346g0002680","+",884,54486
"Pc2113T1C00002346g0002700","-",141,675
"Pc2113T1C00002346g0002690","+",54486,675
"Pc2113T1C00002346g0002710","-",255,141
"Pc2113T1C00002346g0002730","-",1474,5
"Pc2113T1C00002346g0002720","+",255,5
"Pc2113T1C00002346g0002740","-",1065,1474
"Pc2113T1C00002346g0002750","-",4535,1065
"Pc2113T1C00002346g0002760","-",174,4535
"Pc2113T1C00000423g0000780","+",558,6739
"Pc2113T1C00002346g0002780","-",2034,217
"Pc2113T1C00002346g0002770","+",174,217
"Pc2113T1C00002346g0002790","+",2034,313
"Pc2113T1C00002346g0002800","+",313,456
"Pc2113T1C00002346g0002810","+",456,2725
"Pc2113T1C00002346g0002820","+",2725,320
"Pc2113T1C00002346g0002830","-",343,320
"Pc2113T1C00002346g0002840","-",202,343
"Pc2113T1C00002346g0002850","+",202,86
"Pc2113T1C00002346g0002860","-",3073,86
"Pc2113T1C00000423g0000790","+",6739,222
"Pc2113T1C00002346g0002880","-",68,2495
"Pc2113T1C00002346g0002870","+",3073,2495
"Pc2113T1C00002346g0002890","-",3378,68
"Pc2113T1C00002346g0002900","-",3491,3378
"Pc2113T1C00002346g0002910","-",3356,3491
"Pc2113T1C00002346g0002920","-",3365,3356
"Pc2113T1C00002346g0002930","-",1432,3365
"Pc2113T1C00002346g0002940","+",1432,1373
"Pc2113T1C00002346g0002950","+",1373,3385
"Pc2113T1C00000423g0000800","+",222,54
"Pc2113T1C00000423g0000810","-",134,54
"Pc2113T1C00002346g0002960","+",3385,3390
"Pc2113T1C00002346g0002970","+",3390,820
"Pc2113T1C00002346g0002980","-",1959,820
"Pc2113T1C00002346g0002990","+",1959,809
"Pc2113T1C00002346g0003000","+",809,469
"Pc2113T1C00002346g0003010","+",469,1455
"Pc2113T1C00002346g0003020","+",1455,2997
"Pc2113T1C00002346g0003030","+",2997,1818
"Pc2113T1C00002346g0003040","+",1818,535
"Pc2113T1C00002346g0003050","+",535,743
"Pc2113T1C00002346g0003060","-",872,743
"Pc2113T1C00002346g0003070","-",299,872
"Pc2113T1C00002346g0003080","-",235,299
"Pc2113T1C00002346g0003090","-",1088,235
"Pc2113T1C00002346g0003100","+",1088,266
"Pc2113T1C00002346g0003110","-",1542,266
"Pc2113T1C00002346g0003120","+",1542,233
"Pc2113T1C00002346g0003130","-",4434,233
"Pc2113T1C00002346g0003140","-",204,4434
"Pc2113T1C00002346g0003150","-",1716,204
"Pc2113T1C00002346g0003160","-",3893,1716
"Pc2113T1C00000099g0000020","+",5145,8869
"Pc2113T1C00000423g0000820","+",134,160
"Pc2113T1C00002346g0003170","+",3893,857
"Pc2113T1C00002346g0003180","+",857,449
"Pc2113T1C00002346g0003190","+",449,230
"Pc2113T1C00002346g0003200","-",787,230
"Pc2113T1C00002346g0003220","-",2260,123
"Pc2113T1C00002346g0003210","+",787,123
"Pc2113T1C00002346g0003230","-",2573,2260
"Pc2113T1C00002346g0003240","+",2573,171
"Pc2113T1C00002346g0003250","+",171,2447
"Pc2113T1C00000423g0000830","+",160,907
"Pc2113T1C00000423g0000840","-",319,907
"Pc2113T1C00002346g0003260","+",2447,799
"Pc2113T1C00002346g0003270","-",3129,799
"Pc2113T1C00002346g0003280","+",3129,1468
"Pc2113T1C00002346g0003290","+",1468,3397
"Pc2113T1C00002346g0003300","+",3397,617
"Pc2113T1C00002346g0003310","-",2041,617
"Pc2113T1C00002346g0003330","-",1211,267
"Pc2113T1C00002346g0003320","+",2041,267
"Pc2113T1C00002346g0003340","-",338,1211
"Pc2113T1C00002346g0003350","+",338,217
"Pc2113T1C00002346g0003360","+",217,2188
"Pc2113T1C00002346g0003370","-",218,2188
"Pc2113T1C00002346g0003390","-",343,3017
"Pc2113T1C00002346g0003380","+",218,3017
"Pc2113T1C00002346g0003410","-",230,762
"Pc2113T1C00002346g0003400","+",343,762
"Pc2113T1C00002346g0003420","+",230,221
"Pc2113T1C00002346g0003430","+",221,99
"Pc2113T1C00002346g0003440","-",815,99
"Pc2113T1C00002346g0003450","+",815,194
"Pc2113T1C00002346g0003460","-",30060,194
"Pc2113T1C00000423g0000860","-",295,211
"Pc2113T1C00000423g0000850","+",319,211
"Pc2113T1C00002346g0003480","-",2697,360
"Pc2113T1C00002346g0003470","+",30060,360
"Pc2113T1C00002346g0003490","+",2697,3850
"Pc2113T1C00002346g0003510","-",846,877
"Pc2113T1C00002346g0003500","+",3850,877
"Pc2113T1C00002346g0003520","-",710,846
"Pc2113T1C00002346g0003530","-",330,710
"Pc2113T1C00002346g0003550","-",152,5593
"Pc2113T1C00002346g0003540","+",330,5593
"Pc2113T1C00002346g0003560","+",152,241
"Pc2113T1C00002346g0003580","-",848,700
"Pc2113T1C00002346g0003570","+",241,700
"Pc2113T1C00002346g0003590","-",144,848
"Pc2113T1C00002346g0003600","+",144,315
"Pc2113T1C00002346g0003610","+",315,206
