Orthogroup,P_capsici,P_fragariae,P_infestans,P_parasitica,P_ramorum,P_sojae,Pc2109,Pc2113
OG0010244,KAG1708309.1,KAE8880566.1,PITG_05557,PPTG_02723T0,2507659059,EGZ23699,Pc2109T1C00002380g0000320.1,Pc2113T1C00002678g0000520.1
OG0010245,KAG1708313.1,KAE8880562.1,PITG_05560,PPTG_02728T0,2507654607,EGZ23697,Pc2109T1C00002380g0000280.1,Pc2113T1C00002678g0000560.1
OG0010246,KAG1708314.1,KAE8880565.1,PITG_05559,PPTG_02727T0,2507654608,EGZ23698,Pc2109T1C00002380g0000290.1,Pc2113T1C00002678g0000550.1
OG0010247,KAG1708318.1,KAE8880561.1,PITG_05561,PPTG_02730T0,2507654605,EGZ23695,Pc2109T1C00002380g0000260.1,Pc2113T1C00002678g0000580.1
OG0010248,KAG1708320.1,KAE8880634.1,PITG_05565,PPTG_02733T0,2507654602,EGZ23691,Pc2109T1C00002380g0000240.1,Pc2113T1C00002678g0000610.1
OG0010249,KAG1708372.1,KAE8895796.1,PITG_05609,PPTG_02775T0,2507654568,EGZ23645,Pc2109T1C00000657g0000840.1,Pc2113T1C00002678g0001040.1
OG0010250,KAG1708373.1,KAE8895794.1,PITG_05610,PPTG_02781T0,2507654567,EGZ23644,Pc2109T1C00000657g0000830.1,Pc2113T1C00002678g0001050.1
OG0010251,KAG1708374.1,KAE8895800.1,PITG_05611,PPTG_02782T0,2507654566,EGZ23643,Pc2109T1C00000657g0000820.1,Pc2113T1C00002678g0001060.1
OG0010252,KAG1708375.1,KAE8895799.1,PITG_05613,PPTG_02783T0,2507654565,EGZ23642,Pc2109T1C00000657g0000810.1,Pc2113T1C00002678g0001070.1
OG0010253,KAG1708377.1,KAE8895798.1,PITG_05615,PPTG_02785T0,2507654563,EGZ23641,Pc2109T1C00000657g0000800.1,Pc2113T1C00002678g0001080.1
OG0010254,KAG1708379.1,KAE8895901.1,PITG_05616,PPTG_02786T0,2507654562,EGZ23640,Pc2109T1C00000657g0000790.1,Pc2113T1C00002678g0001090.1
OG0010256,KAG1708382.1,KAE8895902.1,PITG_05618,PPTG_02787T0,2507654560,EGZ23638,Pc2109T1C00000657g0000770.1,Pc2113T1C00002678g0001110.1
OG0010257,KAG1708383.1,KAE8895905.1,PITG_05619,PPTG_02788T0,2507654559,EGZ23637,Pc2109T1C00000657g0000760.1,Pc2113T1C00002678g0001120.1
OG0010258,KAG1708384.1,KAE8895903.1,PITG_05621,PPTG_02790T0,2507654557,EGZ23635,Pc2109T1C00000657g0000750.1,Pc2113T1C00002678g0001130.1
OG0010259,KAG1708386.1,KAE8895904.1,PITG_05622,PPTG_02791T0,2507654556,EGZ23634,Pc2109T1C00000657g0000740.1,Pc2113T1C00002678g0001140.1
OG0010260,KAG1708389.1,KAE8895907.1,PITG_05629,PPTG_02793T0,2507654553,EGZ23631,Pc2109T1C00000657g0000710.1,Pc2113T1C00002678g0001170.1
OG0010261,KAG1708390.1,KAE8895908.1,PITG_05630,PPTG_02794T0,2507654552,EGZ23629,Pc2109T1C00000657g0000650.1,Pc2113T1C00002678g0001220.1
OG0010262,KAG1708391.1,KAE8895626.1,PITG_05631,PPTG_02795T0,2507654551,EGZ23628,Pc2109T1C00000657g0000640.1,Pc2113T1C00002678g0001230.1
OG0010263,KAG1708392.1,KAE8895625.1,PITG_05632,PPTG_02796T0,2507654550,EGZ23627,Pc2109T1C00000657g0000630.1,Pc2113T1C00002678g0001240.1
OG0010264,KAG1708396.1,KAE8895630.1,PITG_05635,PPTG_02799T0,2507654547,EGZ23624,Pc2109T1C00000657g0000600.1,Pc2113T1C00002678g0001270.1
OG0010265,KAG1708397.1,KAE8895582.1,PITG_05636,PPTG_02800T0,2507654546,EGZ23623,Pc2109T1C00000657g0000590.1,Pc2113T1C00002678g0001280.1
OG0010266,KAG1708398.1,KAE8895584.1,PITG_05637,PPTG_02801T0,2507654545,EGZ23621,Pc2109T1C00000657g0000570.1,Pc2113T1C00002678g0001300.1
OG0010267,KAG1708399.1,KAE8895583.1,PITG_05638,PPTG_02802T0,2507654544,EGZ23620,Pc2109T1C00000657g0000560.1,Pc2113T1C00002678g0001310.1
OG0010268,KAG1708400.1,KAE8895578.1,PITG_05639,PPTG_02803T0,2507654543,EGZ23619,Pc2109T1C00000657g0000550.1,Pc2113T1C00002678g0001320.1
OG0010270,KAG1708415.1,KAE8895856.1,PITG_05653,PPTG_02815T0,2507654536,EGZ23610,Pc2109T1C00000657g0000410.1,Pc2113T1C00002678g0001430.1
OG0010271,KAG1708417.1,KAE8895854.1,PITG_05654,PPTG_02817T0,2507654534,EGZ23608,Pc2109T1C00000657g0000400.1,Pc2113T1C00002678g0001440.1
OG0010272,KAG1708421.1,KAE8895942.1,PITG_05658,PPTG_02821T0,2507654530,EGZ23605,Pc2109T1C00000657g0000350.1,Pc2113T1C00002678g0001500.1
OG0010273,KAG1708422.1,KAE8895943.1,PITG_05657,PPTG_02820T0,2507654531,EGZ23606,Pc2109T1C00000657g0000360.1,Pc2113T1C00002678g0001490.1
OG0010274,KAG1708424.1,KAE8895940.1,PITG_05660,PPTG_02823T0,2507654529,EGZ23603,Pc2109T1C00000657g0000330.1,Pc2113T1C00002678g0001520.1
OG0010275,KAG1708425.1,KAE8895938.1,PITG_05664,PPTG_02824T0,2507654527,EGZ23598,Pc2109T1C00000657g0000310.1,Pc2113T1C00002678g0001550.1
OG0010276,KAG1708427.1,KAE8895742.1,PITG_05666,PPTG_02826T0,2507654526,EGZ23596,Pc2109T1C00000657g0000290.1,Pc2113T1C00002678g0001570.1
OG0010277,KAG1708428.1,KAE8895743.1,PITG_05667,PPTG_02827T0,2507654525,EGZ23595,Pc2109T1C00000657g0000280.1,Pc2113T1C00002678g0001580.1
OG0010278,KAG1708430.1,KAE8895735.1,PITG_05669,PPTG_02829T0,2507654524,EGZ23593,Pc2109T1C00000657g0000270.1,Pc2113T1C00002678g0001590.1
OG0010279,KAG1708431.1,KAE8895736.1,PITG_05670,PPTG_02830T0,2507654523,EGZ23592,Pc2109T1C00000657g0000260.1,Pc2113T1C00002678g0001600.1
OG0010280,KAG1708433.1,KAE8895739.1,PITG_05672,PPTG_02831T0,2507654522,EGZ23590,Pc2109T1C00000657g0000240.1,Pc2113T1C00002678g0001620.1
OG0010282,KAG1708582.1,KAE8894131.1,PITG_09988,PPTG_11717T0,2507661819,EGZ21728,Pc2109T1C00002903g0000110.1,Pc2113T1C00002528g0001060.1
OG0010283,KAG1708584.1,KAE8894132.1,PITG_09990,PPTG_11718T0,2507661817,EGZ21726,Pc2109T1C00002903g0000090.1,Pc2113T1C00002528g0001040.1
OG0010284,KAG1708585.1,KAE8894133.1,PITG_09991,PPTG_11719T0,2507661816,EGZ21725,Pc2109T1C00002903g0000080.1,Pc2113T1C00002528g0001030.1
OG0010285,KAG1708586.1,KAE8894134.1,PITG_09992,PPTG_11720T0,2507661815,EGZ21724,Pc2109T1C00002903g0000070.1,Pc2113T1C00002528g0001020.1
OG0010286,KAG1708587.1,KAE8894129.1,PITG_09995,PPTG_11721T0,2507661813,EGZ21723,Pc2109T1C00002903g0000060.1,Pc2113T1C00002528g0001000.1
OG0010287,KAG1708590.1,KAE8893989.1,PITG_09997,PPTG_11723T0,2507661812,EGZ21721,Pc2109T1C00002903g0000040.1,Pc2113T1C00002528g0000980.1
OG0010289,KAG1708593.1,KAE8893992.1,PITG_10000,PPTG_11725T0,2507661809,EGZ21718,Pc2109T1C00002902g0000140.1,Pc2113T1C00002528g0000920.1
OG0010293,KAG1708607.1,KAE8894088.1,PITG_10012,PPTG_11737T0,2507661798,EGZ21707,Pc2109T1C00002901g0000250.1,Pc2113T1C00002528g0000800.1
OG0010294,KAG1708608.1,KAE8894087.1,PITG_10013,PPTG_11738T0,2507661797,EGZ21706,Pc2109T1C00002901g0000240.1,Pc2113T1C00002528g0000790.1
OG0010295,KAG1708610.1,KAE8894332.1,PITG_10015,PPTG_11740T0,2507661795,EGZ21704,Pc2109T1C00002901g0000220.1,Pc2113T1C00002528g0000770.1
OG0010296,KAG1708611.1,KAE8894333.1,PITG_10016,PPTG_11741T0,2507661794,EGZ21703,Pc2109T1C00002901g0000210.1,Pc2113T1C00002528g0000760.1
OG0010297,KAG1708612.1,KAE8894324.1,PITG_10017,PPTG_11742T0,2507661793,EGZ21702,Pc2109T1C00002901g0000200.1,Pc2113T1C00002528g0000750.1
OG0010298,KAG1708614.1,KAE8894326.1,PITG_10018,PPTG_11744T0,2507661791,EGZ21698,Pc2109T1C00002901g0000180.1,Pc2113T1C00002528g0000730.1
OG0010299,KAG1708617.1,KAE8894329.1,PITG_10020,PPTG_11747T0,2507661790,EGZ21695,Pc2109T1C00002901g0000150.1,Pc2113T1C00002528g0000710.1
OG0010301,KAG1708636.1,KAE8894291.1,PITG_10038,PPTG_11767T0,2507661775,EGZ21674,Pc2109T1C00000997g0000140.1,Pc2113T1C00002528g0000510.1
OG0010304,KAG1708643.1,KAE8894294.1,PITG_10044,PPTG_11772T0,2507661772,EGZ21667,Pc2109T1C00000997g0000090.1,Pc2113T1C00002528g0000460.1
OG0010305,KAG1708646.1,KAE8894010.1,PITG_10050,PPTG_11777T0,2507661766,EGZ21652,Pc2109T1C00002899g0000120.1,Pc2113T1C00002528g0000390.1
OG0010307,KAG1708677.1,KAE8894120.1,PITG_10083,PPTG_11812T0,2507661736,EGZ21604,Pc2109T1C00003130g0000220.1,Pc2113T1C00002528g0000170.1
OG0010308,KAG1708695.1,KAE8894026.1,PITG_10092,PPTG_11820T0,2507661727,EGZ21581,Pc2109T1C00003130g0000100.1,Pc2113T1C00002528g0000060.1
OG0010309,KAG1708711.1,KAE8894245.1,PITG_10105,PPTG_11834T0,2507666837,EGZ21557,Pc2109T1C00003128g0000600.1,Pc2113T1C00002526g0000270.1
OG0010311,KAG1708721.1,KAE8894154.1,PITG_10119,PPTG_11847T0,2507666832,EGZ21549,Pc2109T1C00003128g0000530.1,Pc2113T1C00002526g0000210.1
OG0010312,KAG1708742.1,KAE8893998.1,PITG_10126,PPTG_11854T0,2507658710,EGZ21522,Pc2109T1C00003128g0000430.1,Pc2113T1C00002526g0000110.1
OG0010313,KAG1708743.1,KAE8894005.1,PITG_10127,PPTG_11855T0,2507658711,EGZ21521,Pc2109T1C00003128g0000420.1,Pc2113T1C00002526g0000100.1
OG0010314,KAG1708748.1,KAE8894002.1,PITG_10134,PPTG_11861T0,2507658713,EGZ21515,Pc2109T1C00003128g0000370.1,Pc2113T1C00002560g0000020.1
OG0010315,KAG1708754.1,KAE8894049.1,PITG_10140,PPTG_11868T0,2507658717,EGZ21496,Pc2109T1C00003128g0000310.1,Pc2113T1C00002560g0000090.1
OG0010316,KAG1708755.1,KAE8894297.1,PITG_10141,PPTG_11869T0,2507658718,EGZ21495,Pc2109T1C00003128g0000300.1,Pc2113T1C00002560g0000100.1
OG0010317,KAG1708761.1,KAE8894303.1,PITG_10146,PPTG_11874T0,2507658721,EGZ21489,Pc2109T1C00003128g0000260.1,Pc2113T1C00002560g0000150.1
OG0010318,KAG1708762.1,KAE8894304.1,PITG_10147,PPTG_11875T0,2507658722,EGZ21490,Pc2109T1C00003128g0000250.1,Pc2113T1C00002560g0000170.1
OG0010319,KAG1708763.1,KAE8894305.1,PITG_10148,PPTG_11876T0,2507658723,EGZ21491,Pc2109T1C00003128g0000240.1,Pc2113T1C00002560g0000190.1
OG0010321,KAG1708793.1,KAE8894225.1,PITG_10169,PPTG_11894T0,2507658742,EGZ21447,Pc2109T1C00000988g0000070.1,Pc2113T1C00032628g0000660.1
OG0010325,KAG1708801.1,KAE8894174.1,PITG_02049,PPTG_11901T0,2507658747,EGZ21440,Pc2109T1C00003126g0000500.1,Pc2113T1C00032628g0000590.1
OG0010326,KAG1708807.1,KAE8894988.1,PITG_02044,PPTG_11909T0,2507658752,EGZ21435,Pc2109T1C00003126g0000440.1,Pc2113T1C00032628g0000530.1
OG0010327,KAG1708810.1,KAE8895039.1,PITG_02042,PPTG_11911T0,2507658754,EGZ21433,Pc2109T1C00003126g0000420.1,Pc2113T1C00032628g0000510.1
OG0010328,KAG1708811.1,KAE8895044.1,PITG_02041,PPTG_11912T0,2507658755,EGZ21432,Pc2109T1C00003126g0000410.1,Pc2113T1C00032628g0000500.1
OG0010329,KAG1708812.1,KAE8895043.1,PITG_02040,PPTG_11913T0,2507658756,EGZ21431,Pc2109T1C00003126g0000400.1,Pc2113T1C00032628g0000490.1
OG0010330,KAG1708813.1,KAE8895048.1,PITG_02039,PPTG_11914T0,2507658757,EGZ21426,Pc2109T1C00003126g0000330.1,Pc2113T1C00032628g0000430.1
OG0010331,KAG1708816.1,KAE8894886.1,PITG_02037,PPTG_11917T0,2507658760,EGZ21423,Pc2109T1C00003126g0000290.1,Pc2113T1C00032628g0000390.1
OG0010332,KAG1708817.1,KAE8894887.1,PITG_02036,PPTG_11918T0,2507658761,EGZ21422,Pc2109T1C00003126g0000280.1,Pc2113T1C00032628g0000380.1
OG0010333,KAG1708818.1,KAE8895077.1,PITG_02035,PPTG_11919T0,2507658762,EGZ21408,Pc2109T1C00003126g0000270.1,Pc2113T1C00032628g0000370.1
OG0010334,KAG1708819.1,KAE8895078.1,PITG_02033,PPTG_11920T0,2507658763,EGZ21407,Pc2109T1C00003126g0000260.1,Pc2113T1C00032628g0000360.1
OG0010335,KAG1708820.1,KAE8894928.1,PITG_02032,PPTG_11922T0,2507658764,EGZ21400,Pc2109T1C00003126g0000250.1,Pc2113T1C00032628g0000340.1
OG0010336,KAG1708821.1,KAE8894927.1,PITG_02031,PPTG_11923T0,2507658765,EGZ21399,Pc2109T1C00003126g0000240.1,Pc2113T1C00032628g0000330.1
OG0010337,KAG1708822.1,KAE8894922.1,PITG_02030,PPTG_11924T0,2507658766,EGZ21398,Pc2109T1C00003126g0000230.1,Pc2113T1C00032628g0000320.1
OG0010338,KAG1708823.1,KAE8894921.1,PITG_02029,PPTG_11925T0,2507658767,EGZ21397,Pc2109T1C00003126g0000220.1,Pc2113T1C00032628g0000310.1
OG0010339,KAG1708825.1,KAE8894924.1,PITG_02028,PPTG_11926T0,2507658768,EGZ21396,Pc2109T1C00003126g0000210.1,Pc2113T1C00032628g0000300.1
OG0010340,KAG1708827.1,KAE8895181.1,PITG_02026,PPTG_11928T0,2507658770,EGZ21394,Pc2109T1C00001377g0000240.1,Pc2113T1C00032628g0000270.1
OG0010344,KAG1708864.1,KAE8894992.1,PITG_01990,PPTG_01173T0,2507658798,EGZ21348,Pc2109T1C00002436g0000060.1,Pc2113T1C00002249g0000150.1
OG0010345,KAG1708868.1,KAE8894864.1,PITG_01982,PPTG_01168T0,2507658800,EGZ21331,Pc2109T1C00002874g0000040.1,Pc2113T1C00002249g0000220.1
OG0010346,KAG1708869.1,KAE8894914.1,PITG_01981,PPTG_01167T0,2507658801,EGZ21329,Pc2109T1C00002874g0000050.1,Pc2113T1C00002249g0000230.1
OG0010347,KAG1708873.1,KAE8894912.1,PITG_01977,PPTG_01165T0,2507658803,EGZ21326,Pc2109T1C00002874g0000070.1,Pc2113T1C00002249g0000250.1
OG0010348,KAG1708887.1,KAE8894910.1,PITG_01970,PPTG_01154T0,2507658808,EGZ21315,Pc2109T1C00002876g0000060.1,Pc2113T1C00002249g0000310.1
OG0010349,KAG1708893.1,KAE8895083.1,PITG_01964,PPTG_01149T0,2507658813,EGZ21307,Pc2109T1C00002876g0000120.1,Pc2113T1C00002249g0000360.1
OG0010350,KAG1708895.1,KAE8895081.1,PITG_01962,PPTG_01150T0,2507658815,EGZ21305,Pc2109T1C00002876g0000140.1,Pc2113T1C00002249g0000380.1
OG0010352,KAG1708903.1,KAE8895102.1,PITG_01959,PPTG_01137T0,2507658820,EGZ21283,Pc2109T1C00002876g0000210.1,Pc2113T1C00002249g0000440.1
OG0010353,KAG1708904.1,KAE8894957.1,PITG_01958,PPTG_01136T0,2507658821,EGZ21282,Pc2109T1C00002876g0000220.1,Pc2113T1C00002249g0000450.1
OG0010354,KAG1708905.1,KAE8894958.1,PITG_01957,PPTG_01135T0,2507658822,EGZ21281,Pc2109T1C00002876g0000230.1,Pc2113T1C00002249g0000470.1
OG0010355,KAG1708907.1,KAE8894951.1,PITG_01955,PPTG_01133T0,2507658823,EGZ21277,Pc2109T1C00002878g0000030.1,Pc2113T1C00002249g0000490.1
OG0010356,KAG1708918.1,KAE8894981.1,PITG_01946,PPTG_01109T0,2507658832,EGZ21263,Pc2109T1C00002588g0000080.1,Pc2113T1C00002249g0000600.1
OG0010357,KAG1708921.1,KAE8894978.1,PITG_01943,PPTG_01105T0,2507658835,EGZ21260,Pc2109T1C00002588g0000050.1,Pc2113T1C00002249g0000630.1
OG0010359,KAG1708961.1,KAE8883967.1,PITG_01899,PPTG_01050T0,2507655263,EGZ21141,Pc2109T1C00002678g0000240.1,Pc2113T1C00002253g0000060.1
OG0010360,KAG1708998.1,KAE8896909.1,PITG_17489,PPTG_09203T0,2507663164,EGZ17907,Pc2109T1C00003364g0000030.1,Pc2113T1C00002450g0000140.1
OG0010361,KAG1708999.1,KAE8896910.1,PITG_17490,PPTG_09204T0,2507663165,EGZ17906,Pc2109T1C00002649g0000160.1,Pc2113T1C00002450g0000130.1
OG0010362,KAG1709001.1,KAE8896971.1,PITG_17493,PPTG_09206T0,2507663167,EGZ17903,Pc2109T1C00002649g0000180.1,Pc2113T1C00002450g0000110.1
OG0010365,KAG1709020.1,KAE8897273.1,PITG_17512,PPTG_09222T0,2507663185,EGZ17870,Pc2109T1C00002650g0000060.1,Pc2113T1C00002555g0000290.1
OG0010366,KAG1709029.1,KAE8897333.1,PITG_13713,PPTG_09229T0,2507663192,EGZ17858,Pc2109T1C00002650g0000140.1,Pc2113T1C00002555g0000220.1
OG0010367,KAG1709033.1,KAE8897186.1,PITG_13718,PPTG_09234T0,2507663196,EGZ17855,Pc2109T1C00002650g0000180.1,Pc2113T1C00002555g0000180.1
OG0010368,KAG1709035.1,KAE8897090.1,PITG_13720,PPTG_09236T0,2507663198,EGZ17854,Pc2109T1C00002650g0000200.1,Pc2113T1C00002555g0000160.1
OG0010369,KAG1709038.1,KAE8897187.1,PITG_13721,PPTG_09237T0,2507663199,EGZ17853,Pc2109T1C00002650g0000210.1,Pc2113T1C00002555g0000150.1
OG0010374,KAG1709053.1,KAE8897099.1,PITG_13739,PPTG_09252T0,2507663212,EGZ17836,Pc2109T1C00002650g0000390.1,Pc2113T1C00002554g0000620.1
OG0010375,KAG1709054.1,KAE8897117.1,PITG_13744,PPTG_09254T0,2507663214,EGZ17833,Pc2109T1C00002650g0000440.1,Pc2113T1C00002554g0000580.1
OG0010376,KAG1709055.1,KAE8897114.1,PITG_13745,PPTG_09255T0,2507663215,EGZ17832,Pc2109T1C00002650g0000450.1,Pc2113T1C00002554g0000570.1
OG0010377,KAG1709056.1,KAE8897113.1,PITG_13746,PPTG_09256T0,2507663216,EGZ17831,Pc2109T1C00002650g0000460.1,Pc2113T1C00002554g0000560.1
OG0010378,KAG1709058.1,KAE8897116.1,PITG_13747,PPTG_09257T0,2507663217,EGZ17830,Pc2109T1C00002650g0000470.1,Pc2113T1C00002554g0000550.1
OG0010379,KAG1709059.1,KAE8897115.1,PITG_13748,PPTG_09258T0,2507663218,EGZ17829,Pc2109T1C00002650g0000480.1,Pc2113T1C00002554g0000540.1
OG0010380,KAG1709060.1,KAE8897110.1,PITG_13749,PPTG_09259T0,2507663219,EGZ17828,Pc2109T1C00002650g0000490.1,Pc2113T1C00002554g0000530.1
OG0010381,KAG1709061.1,KAE8897109.1,PITG_13750,PPTG_09260T0,2507663220,EGZ17827,Pc2109T1C00002650g0000500.1,Pc2113T1C00002554g0000520.1
OG0010382,KAG1709062.1,KAE8897112.1,PITG_13751,PPTG_09261T0,2507663221,EGZ17826,Pc2109T1C00002650g0000510.1,Pc2113T1C00002554g0000510.1
OG0010383,KAG1709063.1,KAE8897111.1,PITG_13752,PPTG_09262T0,2507663222,EGZ17825,Pc2109T1C00002650g0000520.1,Pc2113T1C00002554g0000500.1
OG0010384,KAG1709064.1,KAE8896919.1,PITG_13753,PPTG_09264T0,2507663223,EGZ17824,Pc2109T1C00002650g0000530.1,Pc2113T1C00002554g0000490.1
OG0010385,KAG1709068.1,KAE8897163.1,PITG_13755,PPTG_09267T0,2507663225,EGZ17822,Pc2109T1C00002650g0000550.1,Pc2113T1C00002554g0000470.1
OG0010386,KAG1709072.1,KAE8897160.1,PITG_13757,PPTG_09270T0,2507663229,EGZ17820,Pc2109T1C00002650g0000590.1,Pc2113T1C00002554g0000430.1
OG0010387,KAG1709073.1,KAE8897157.1,PITG_13758,PPTG_09272T0,2507663230,EGZ17819,Pc2109T1C00002650g0000600.1,Pc2113T1C00002554g0000420.1
OG0010388,KAG1709085.1,KAE8897119.1,PITG_13765,PPTG_09276T0,2507663237,EGZ17801,Pc2109T1C00002651g0000020.1,Pc2113T1C00002554g0000360.1
OG0010389,KAG1709089.1,KAE8897123.1,PITG_13768,PPTG_09280T0,2507663240,EGZ17798,Pc2109T1C00002651g0000090.1,Pc2113T1C00002554g0000310.1
OG0010390,KAG1709093.1,KAE8896921.1,PITG_13773,PPTG_09287T0,2507663244,EGZ17790,Pc2109T1C00002652g0000060.1,Pc2113T1C00002554g0000210.1
OG0010391,KAG1709102.1,KAE8896930.1,PITG_13779,PPTG_09293T0,2507663248,EGZ17784,Pc2109T1C00002652g0000120.1,Pc2113T1C00002554g0000160.1
OG0010392,KAG1709125.1,KAE8897303.1,PITG_13819,PPTG_09314T0,2507658226,EGZ17762,Pc2109T1C00002652g0000300.1,Pc2113T1C00002553g0000170.1
OG0010393,KAG1709205.1,KAE8914051.1,PITG_10664,PPTG_10070T0,2507663460,EGZ29013,Pc2109T1C00042269g0000080.1,Pc2113T1C00002541g0000240.1
OG0010394,KAG1709206.1,KAE8914052.1,PITG_10663,PPTG_10069T0,2507663461,EGZ29012,Pc2109T1C00042269g0000070.1,Pc2113T1C00002541g0000250.1
OG0010395,KAG1709207.1,KAE8914053.1,PITG_10660,PPTG_10068T0,2507663462,EGZ29011,Pc2109T1C00042269g0000060.1,Pc2113T1C00002541g0000260.1
OG0010396,KAG1709213.1,KAE8914453.1,PITG_10649,PPTG_20185T0,2507663455,EGZ29027,Pc2109T1C00042269g0000160.1,Pc2113T1C00002541g0000190.1
OG0010397,KAG1709226.1,KAE8913949.1,PITG_20347,PPTG_10045T0,2507663444,EGZ29074,Pc2109T1C00042269g0000280.1,Pc2113T1C00002541g0000050.1
OG0010398,KAG1709228.1,KAE8914650.1,PITG_20349,PPTG_10043T0,2507663441,EGZ29078,Pc2109T1C00042269g0000320.1,Pc2113T1C00002541g0000030.1
OG0010399,KAG1709229.1,KAE8914565.1,PITG_20350,PPTG_10042T0,2507663440,EGZ29209,Pc2109T1C00003002g0000880.1,Pc2113T1C00002541g0001240.1
OG0010400,KAG1709230.1,KAE8914759.1,PITG_18129,PPTG_10040T0,2507663439,EGZ29081,Pc2109T1C00042269g0000330.1,Pc2113T1C00002541g0000020.1
OG0010401,KAG1709234.1,KAE8879546.1,PITG_18165,PPTG_10031T0,2507663436,EGZ28986,Pc2109T1C00042269g0000380.1,Pc2113T1C00002539g0000040.1
OG0010404,KAG1709252.1,KAE8879471.1,PITG_18185,PPTG_09999T0,2507663425,EGZ28952,Pc2109T1C00000957g0000120.1,Pc2113T1C00002790g0001250.1
OG0010405,KAG1709253.1,KAE8879470.1,PITG_18186,PPTG_09998T0,2507663424,EGZ28951,Pc2109T1C00000957g0000130.1,Pc2113T1C00002790g0001260.1
OG0010406,KAG1709257.1,KAE8879573.1,PITG_18189,PPTG_09995T0,2507663421,EGZ28948,Pc2109T1C00000957g0000160.1,Pc2113T1C00002790g0001290.1
OG0010408,KAG1709269.1,KAE8879544.1,PITG_19282,PPTG_09984T0,2507663411,EGZ28936,Pc2109T1C00002872g0000100.1,Pc2113T1C00002790g0001460.1
OG0010410,KAG1709279.1,KAE8883568.1,PITG_06430,PPTG_13260T0,2507658869,EGZ09860,Pc2109T1C00002314g0000260.1,Pc2113T1C00002668g0001440.1
OG0010411,KAG1709280.1,KAE8913801.1,PITG_06429,PPTG_13259T0,2507658868,EGZ09859,Pc2109T1C00002314g0000250.1,Pc2113T1C00002668g0001430.1
OG0010412,KAG1709281.1,KAE8913671.1,PITG_06428,PPTG_13258T0,2507658866,EGZ09861,Pc2109T1C00002314g0000230.1,Pc2113T1C00002668g0001410.1
OG0010413,KAG1709282.1,KAE8913673.1,PITG_06427,PPTG_13257T0,2507658865,EGZ09862,Pc2109T1C00002314g0000220.1,Pc2113T1C00002668g0001400.1
OG0010414,KAG1709283.1,KAE8913674.1,PITG_06426,PPTG_13256T0,2507658864,EGZ09863,Pc2109T1C00002314g0000210.1,Pc2113T1C00002668g0001390.1
OG0010415,KAG1709284.1,KAE8913668.1,PITG_06424,PPTG_13254T0,2507658862,EGZ09865,Pc2109T1C00002314g0000190.1,Pc2113T1C00002668g0001370.1
OG0010416,KAG1709285.1,KAE8913667.1,PITG_06425,PPTG_13255T0,2507658863,EGZ09864,Pc2109T1C00002314g0000200.1,Pc2113T1C00002668g0001380.1
OG0010417,KAG1709294.1,KAE8883637.1,PITG_06416,PPTG_19187T0,2507658860,EGZ09886,Pc2109T1C00002314g0000110.1,Pc2113T1C00002668g0001310.1
OG0010418,KAG1709295.1,KAE8883730.1,PITG_06415,PPTG_19188T0,2507658859,EGZ09890,Pc2109T1C00002314g0000070.1,Pc2113T1C00002668g0001270.1
OG0010419,KAG1709296.1,KAE8883723.1,PITG_06410,PPTG_19189T0,2507658858,EGZ09892,Pc2109T1C00002314g0000060.1,Pc2113T1C00002668g0001260.1
OG0010421,KAG1709366.1,KAE8880725.1,PITG_06379,PPTG_13215T0,2507662360,EGZ09932,Pc2109T1C00003188g0000310.1,Pc2113T1C00002668g0000860.1
OG0010423,KAG1709375.1,KAE8880784.1,PITG_06370,PPTG_13204T0,2507662363,EGZ09957,Pc2109T1C00003188g0000230.1,Pc2113T1C00002668g0000800.1
OG0010424,KAG1709377.1,KAE8880782.1,PITG_06369,PPTG_13203T0,2507662365,EGZ09959,Pc2109T1C00003188g0000220.1,Pc2113T1C00002668g0000790.1
OG0010425,KAG1709380.1,KAE8880777.1,PITG_06367,PPTG_13199T0,2507662368,EGZ09964,Pc2109T1C00003188g0000190.1,Pc2113T1C00002668g0000760.1
OG0010426,KAG1709387.1,KAE8880701.1,PITG_06363,PPTG_13187T0,2507662372,EGZ09975,Pc2109T1C00003188g0000140.1,Pc2113T1C00002668g0000720.1
OG0010427,KAG1709392.1,KAE8880834.1,PITG_06358,PPTG_13182T0,2507662379,EGZ09973,Pc2109T1C00003188g0000100.1,Pc2113T1C00002668g0000680.1
OG0010430,KAG1709445.1,KAE8876725.1,PITG_06325,PPTG_13153T0,2507662397,EGZ04610,Pc2109T1C00003221g0000100.1,Pc2113T1C00002668g0000330.1
OG0010431,KAG1709448.1,KAE8889740.1,PITG_06322,PPTG_13150T0,2507662399,EGZ04613,Pc2109T1C00003221g0000130.1,Pc2113T1C00002668g0000360.1
OG0010432,KAG1709453.1,KAE8889611.1,PITG_06309,PPTG_13136T0,2507662402,EGZ04617,Pc2109T1C00003221g0000190.1,Pc2113T1C00002668g0000420.1
OG0010433,KAG1709454.1,KAE8889614.1,PITG_06502,PPTG_13135T0,2507662403,EGZ04625,Pc2109T1C00003221g0000080.1,Pc2113T1C00002668g0000310.1
OG0010434,KAG1709455.1,KAE8889615.1,PITG_06501,PPTG_13134T0,2507662404,EGZ04626,Pc2109T1C00003221g0000070.1,Pc2113T1C00002668g0000300.1
